uid,nickname,action,date,title
5328793807,who_admin,перешел в,2022-7-25 12:33:57,Город оправки
5328793807,who_admin,выбор города отправки Дубай,2022-7-25 12:34:0,
5328793807,who_admin,нажал,2022-7-25 12:34:10,изменить заявку 1080
5328793807,who_admin,нажал,2022-7-25 12:34:18,изменить заявку 1080
5328793807,who_admin,перешел в,2022-7-25 12:34:41,Город прибытия
5328793807,who_admin,выбор города доставки Новосибирск,2022-7-25 12:34:46,
5328793807,who_admin,указал дату,2022-7-25 12:34:50,20220730
5328793807,who_admin,ввел контакт ,2022-7-25 12:36:4,
5328793807,who_admin,переход в,2022-7-25 12:36:38, Все заявки
5328793807,who_admin,нажал,2022-7-25 12:36:51,раскрыть 1080
5328793807,who_admin,удалил заявку,2022-7-25 12:36:53,1080
5328793807,who_admin,переход в ,2022-7-25 12:36:55,На главную
5328793807,who_admin,переход в,2022-7-25 12:36:59, Кто летит
5328793807,who_admin,переход в,2022-7-25 12:37:1, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-25 12:37:20,
5328793807,who_admin,выбор города доставки Минск,2022-7-25 12:37:25,
5328793807,who_admin,указал дату,2022-7-25 12:37:35,20220726
5328793807,who_admin,ввел описание,2022-7-25 12:37:41,документы
5328793807,who_admin,ввел контакт ,2022-7-25 12:37:45,2222
5328793807,who_admin,переход в,2022-7-25 12:38:3, Все заявки
5328793807,who_admin,нажал,2022-7-25 12:38:13,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 12:38:14,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 12:38:19,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 12:38:32,раскрыть 1081
5328793807,who_admin,нажал,2022-7-25 12:38:34,скрыть 1081
5328793807,who_admin,нажал,2022-7-25 12:38:35,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 12:39:39,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 12:46:11,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 12:46:11,раскрыть 1082
5328793807,who_admin,переход в ,2022-7-25 12:46:19,На главную
5328793807,who_admin,переход в,2022-7-25 12:46:21, Все заявки
5328793807,who_admin,переход в ,2022-7-25 12:46:27,На главную
5328793807,who_admin,переход в,2022-7-25 12:47:32, Кто летит
5328793807,who_admin,переход в,2022-7-25 12:47:34,  Могу доставить
5328793807,who_admin,выбор города отправки Дубай,2022-7-25 12:47:37,
5328793807,who_admin,выбор города доставки Баку,2022-7-25 12:47:41,
5328793807,who_admin,указал дату,2022-7-25 12:47:45,20220726
5328793807,who_admin,ввел контакт ,2022-7-25 12:47:50,
5328793807,who_admin,нажал,2022-7-25 12:48:38,раскрыть 1083
5328793807,who_admin,переход в ,2022-7-25 12:48:53,На главную
541489265,acontrarrio,переход в,2022-7-25 12:49:26, Мои заявки
541489265,acontrarrio,переход в ,2022-7-25 12:49:28,На главную
541489265,acontrarrio,переход в,2022-7-25 12:49:30, Кто летит
541489265,acontrarrio,переход в,2022-7-25 12:49:34, Хочу отправить
541489265,acontrarrio,выбор города отправки Дубай,2022-7-25 12:49:39,
541489265,acontrarrio,выбор города доставки Баку,2022-7-25 12:49:41,
541489265,acontrarrio,указал дату,2022-7-25 12:49:44,20220727
541489265,acontrarrio,ввел описание,2022-7-25 12:49:48,докт
541489265,acontrarrio,ввел контакт ,2022-7-25 12:50:17,
541489265,acontrarrio,создал заявку Дубай Баку 2022-07-27,2022-7-25 12:50:17,докт 
541489265,acontrarrio,переход в ,2022-7-25 12:50:23,На главную
541489265,acontrarrio,переход в,2022-7-25 12:50:26, Мои заявки 1
541489265,acontrarrio,нажал,2022-7-25 12:50:34,совпадение заявок 1084
541489265,acontrarrio,нажал,2022-7-25 12:50:44,раскрыть 1083
541489265,acontrarrio,переход в ,2022-7-25 12:50:47,На главную
541489265,acontrarrio,переход в,2022-7-25 12:50:49, Мои заявки 1
541489265,acontrarrio,нажал,2022-7-25 12:50:55,раскрыть 1084
541489265,acontrarrio,нажал,2022-7-25 12:51:7,изменить заявку 1084
541489265,acontrarrio,перешел в,2022-7-25 12:51:10,Город прибытия
541489265,acontrarrio,выбор города доставки Баку,2022-7-25 12:51:13,
541489265,acontrarrio,указал дату,2022-7-25 12:51:16,20220726
541489265,acontrarrio,ввел описание,2022-7-25 12:51:25,доки
541489265,acontrarrio,переход в,2022-7-25 12:51:52, Мои заявки 1
541489265,acontrarrio,нажал,2022-7-25 12:51:55,раскрыть 1084
541489265,acontrarrio,нажал,2022-7-25 12:51:56,изменить заявку 1084
541489265,acontrarrio,перешел в,2022-7-25 12:51:59,Город прибытия
541489265,acontrarrio,выбор города доставки Алматы,2022-7-25 12:52:1,
541489265,acontrarrio,указал дату,2022-7-25 12:52:3,20220726
541489265,acontrarrio,ввел описание,2022-7-25 12:52:8,
541489265,acontrarrio,переход в,2022-7-25 12:52:26, Мои заявки 1
541489265,acontrarrio,нажал,2022-7-25 12:52:32,раскрыть 1084
541489265,acontrarrio,нажал,2022-7-25 12:52:33,изменить заявку 1084
541489265,acontrarrio,перешел в,2022-7-25 12:52:35,Дату
541489265,acontrarrio,переход в,2022-7-25 12:52:48,На главную
541489265,acontrarrio,переход в,2022-7-25 12:52:59,
541489265,acontrarrio,переход в,2022-7-25 12:52:59,На главную
541489265,acontrarrio,переход в,2022-7-25 12:54:4, Кто летит
541489265,acontrarrio,переход в,2022-7-25 12:54:6, Готовые заявки
541489265,acontrarrio,нажал,2022-7-25 12:54:9,раскрыть 1082
541489265,acontrarrio,нажал,2022-7-25 12:54:13,раскрыть 1082
541489265,acontrarrio,нажал,2022-7-25 12:54:16,раскрыть 1083
541489265,acontrarrio,нажал,2022-7-25 12:54:18,раскрыть 1083
541489265,acontrarrio,нажал,2022-7-25 12:54:27,раскрыть 1081
541489265,acontrarrio,нажал,2022-7-25 12:54:29,раскрыть 1081
541489265,acontrarrio,нажал,2022-7-25 12:54:37,раскрыть 1083
541489265,acontrarrio,нажал,2022-7-25 12:54:38,раскрыть 1083
541489265,acontrarrio,нажал,2022-7-25 12:54:43,раскрыть 1083
541489265,acontrarrio,переход в На главную,2022-7-25 12:54:47,
541489265,acontrarrio,переход в,2022-7-25 12:54:55, Мои заявки 1
541489265,acontrarrio,нажал,2022-7-25 12:54:59,раскрыть 1084
541489265,acontrarrio,нажал,2022-7-25 12:55:2,скрыть 1084
541489265,acontrarrio,переход в ,2022-7-25 12:55:3,На главную
541489265,acontrarrio,переход в,2022-7-25 12:55:6, Кто летит
541489265,acontrarrio,переход в,2022-7-25 12:55:9, Готовые заявки
541489265,acontrarrio,переход в На главную,2022-7-25 12:55:13,
541489265,acontrarrio,переход в,2022-7-25 12:55:19, Кто летит
5328793807,who_admin,переход в,2022-7-25 12:56:31, Все заявки
5328793807,who_admin,переход в ,2022-7-25 12:57:30,На главную
5328793807,who_admin,переход в,2022-7-25 12:57:33, Кто летит
5328793807,who_admin,переход в,2022-7-25 12:58:26, Хочу отправить
5328793807,who_admin,переход в,2022-7-25 12:59:50, Кто летит
5328793807,who_admin,переход в,2022-7-25 12:59:53,  Могу доставить
5328793807,who_admin,переход в,2022-7-25 13:7:58, Все заявки
5328793807,who_admin,нажал,2022-7-25 13:8:3,раскрыть 1081
5328793807,who_admin,нажал,2022-7-25 13:8:5,скрыть 1081
5328793807,who_admin,нажал,2022-7-25 13:8:7,раскрыть 1084
5328793807,who_admin,нажал,2022-7-25 13:8:9,скрыть 1084
5328793807,who_admin,нажал,2022-7-25 13:8:12,раскрыть 1083
5328793807,who_admin,нажал,2022-7-25 13:8:19,раскрыть 1082
5328793807,who_admin,нажал,2022-7-25 13:8:20,раскрыть 1082
5328793807,who_admin,переход в ,2022-7-25 13:8:23,Поиск заявки
5328793807,who_admin,нажал,2022-7-25 13:8:39,раскрыть 1082
541489265,acontrarrio,переход в,2022-7-25 14:54:39,На главную
541489265,acontrarrio,переход в,2022-7-25 15:21:14, Мои заявки 1
541489265,acontrarrio,переход в ,2022-7-25 15:21:16,На главную
541489265,acontrarrio,переход в,2022-7-25 15:21:31, Служба поддержки1
541489265,acontrarrio,переход в На главную,2022-7-25 15:21:50,
157296357,ORTEXX,пользователь зарегистрировался,2022-7-25 15:48:53,
157296357,ORTEXX,переход в,2022-7-25 15:49:5, Кто летит
157296357,ORTEXX,переход в,2022-7-25 15:49:13,На главную
541489265,acontrarrio,переход в,2022-7-25 15:49:31, Кто летит
541489265,acontrarrio,переход в,2022-7-25 15:49:33, Готовые заявки
541489265,acontrarrio,нажал,2022-7-25 15:49:35,раскрыть 1081
541489265,acontrarrio,нажал,2022-7-25 15:49:57,раскрыть 1081
541489265,acontrarrio,нажал,2022-7-25 15:49:59,скрыть 1081
541489265,acontrarrio,нажал,2022-7-25 15:50:15,раскрыть 1082
541489265,acontrarrio,нажал,2022-7-25 15:50:31,раскрыть 1082
541489265,acontrarrio,переход в На главную,2022-7-25 15:50:36,
541489265,acontrarrio,переход в,2022-7-25 15:55:10, Кто летит
541489265,acontrarrio,переход в,2022-7-25 15:55:12, Готовые заявки
541489265,acontrarrio,переход в Поиск по направлению,2022-7-25 15:55:21,
541489265,acontrarrio,поиск по городу отправки Дубай,2022-7-25 15:55:24,
541489265,acontrarrio,поиск по городу доставки Москва,2022-7-25 15:55:30,
541489265,acontrarrio,переход в Поиск по дате и направлению,2022-7-25 15:57:35,
541489265,acontrarrio,поиск по городу отправки Дубай,2022-7-25 15:57:38,
541489265,acontrarrio,поиск по городу доставки Москва,2022-7-25 15:57:43,
541489265,acontrarrio,поиск по дате,2022-7-25 15:57:49,20220727
541489265,acontrarrio,переход в,2022-7-25 15:58:2,Поиск по дате и направлению
541489265,acontrarrio,переход в,2022-7-25 15:58:15, Кто летит
541489265,acontrarrio,переход в,2022-7-25 15:58:17, Готовые заявки
541489265,acontrarrio,переход в Поиск по дате и направлению,2022-7-25 15:58:23,
541489265,acontrarrio,поиск по городу отправки Дубай,2022-7-25 15:58:25,
541489265,acontrarrio,поиск по городу доставки Новосибирск,2022-7-25 15:58:32,
541489265,acontrarrio,поиск по дате,2022-7-25 15:58:35,20220728
541489265,acontrarrio,переход в,2022-7-25 15:58:53,На главную
541489265,acontrarrio,переход в,2022-7-25 15:58:58, Кто летит
541489265,acontrarrio,переход в,2022-7-25 15:59:0, Готовые заявки
541489265,acontrarrio,переход в Поиск по дате,2022-7-25 16:0:59,
541489265,acontrarrio,поиск по дате,2022-7-25 16:1:1,20220803
541489265,acontrarrio,переход в Поиск по дате,2022-7-25 16:1:5,
541489265,acontrarrio,поиск по дате,2022-7-25 16:1:8,20220730
541489265,acontrarrio,переход в Поиск по направлению,2022-7-25 16:1:35,
541489265,acontrarrio,переход в,2022-7-25 16:1:42, Кто летит
541489265,acontrarrio,переход в,2022-7-25 16:1:46, Готовые заявки
541489265,acontrarrio,переход в На главную,2022-7-25 16:4:14,
541489265,acontrarrio,переход в,2022-7-25 16:21:34, Мои заявки 1
541489265,acontrarrio,переход в ,2022-7-25 16:21:39,На главную
541489265,acontrarrio,переход в,2022-7-25 16:21:40, Кто летит
541489265,acontrarrio,переход в,2022-7-25 16:21:42, Готовые заявки
541489265,acontrarrio,нажал,2022-7-25 16:21:54,раскрыть 1082
541489265,acontrarrio,нажал,2022-7-25 16:21:58,раскрыть 1082
541489265,acontrarrio,переход в /command1,2022-7-25 16:46:10,
541489265,acontrarrio,переход в,2022-7-25 16:46:14,Поиск по направлению
541489265,acontrarrio,переход в,2022-7-25 16:47:8, Кто летит
541489265,acontrarrio,переход в,2022-7-25 16:47:10,На главную
1486120266,noturum,переход в,2022-7-25 16:47:20,1
541489265,acontrarrio,переход в,2022-7-25 16:47:35, Кто летит
541489265,acontrarrio,переход в,2022-7-25 16:47:37,На главную
541489265,acontrarrio,переход в,2022-7-25 16:49:12, Кто летит
541489265,acontrarrio,переход в,2022-7-25 16:49:18,1
541489265,acontrarrio,переход в,2022-7-25 16:49:27,1
541489265,acontrarrio,переход в,2022-7-25 16:49:29,1
541489265,acontrarrio,переход в,2022-7-25 16:49:30,1
541489265,acontrarrio,переход в,2022-7-25 16:49:33, Служба поддержки1
541489265,acontrarrio,переход в На главную,2022-7-25 16:49:35,
541489265,acontrarrio,переход в,2022-7-25 16:49:38,1
541489265,acontrarrio,переход в,2022-7-25 16:49:39, Мои заявки 1
541489265,acontrarrio,переход в ,2022-7-25 16:49:42,1
541489265,acontrarrio,переход в,2022-7-25 16:49:44,На главную
541489265,acontrarrio,переход в,2022-7-25 16:49:47, Информация
541489265,acontrarrio,переход в ,2022-7-25 16:49:50,1
1486120266,noturum,переход в,2022-7-25 16:49:50,1
541489265,acontrarrio,переход в,2022-7-25 16:49:51,На главную
1486120266,noturum,переход в,2022-7-25 16:49:57,1
541489265,acontrarrio,переход в,2022-7-25 16:55:20, Мои заявки 1
541489265,acontrarrio,переход в ,2022-7-25 16:55:26,
541489265,acontrarrio,переход в,2022-7-25 16:55:47,На главную
541489265,acontrarrio,переход в,2022-7-25 16:55:51, Кто летит
541489265,acontrarrio,переход в,2022-7-25 16:55:54, Хочу отправить
541489265,acontrarrio,переход в,2022-7-25 16:55:59, Хочу отправить
1486120266,noturum,переход в,2022-7-25 18:28:2,На главную
1486120266,noturum,переход в,2022-7-25 18:28:8, Все заявки
1486120266,noturum,нажал,2022-7-25 18:28:13,раскрыть 1082
1486120266,noturum,нажал,2022-7-25 18:28:15,скрыть 1082
1486120266,noturum,нажал,2022-7-25 18:28:16,раскрыть 1082
1486120266,noturum,нажал,2022-7-25 18:28:18,скрыть 1082
1486120266,noturum,нажал,2022-7-25 18:28:20,раскрыть 1082
1486120266,noturum,нажал,2022-7-25 18:28:33,скрыть 1082
1486120266,noturum,переход в,2022-7-25 18:31:2,На главную
1486120266,noturum,переход в,2022-7-25 18:31:6, Все заявки
1486120266,noturum,нажал,2022-7-25 18:31:12,раскрыть 1082
1486120266,noturum,нажал,2022-7-25 18:31:14,скрыть 1082
1486120266,noturum,нажал,2022-7-25 18:31:15,раскрыть 1083
1486120266,noturum,нажал,2022-7-25 18:31:19,скрыть 1083
1486120266,noturum,нажал,2022-7-25 18:31:22,раскрыть 1081
1486120266,noturum,нажал,2022-7-25 18:31:27,скрыть 1081
5328793807,who_admin,переход в,2022-7-25 18:34:36, Все заявки
5328793807,who_admin,нажал,2022-7-25 18:34:41,раскрыть 1081
5328793807,who_admin,удалил заявку,2022-7-25 18:34:42,1081
5328793807,who_admin,нажал,2022-7-25 18:34:44,раскрыть 1084
5328793807,who_admin,удалил заявку,2022-7-25 18:34:45,1084
5328793807,who_admin,нажал,2022-7-25 18:34:46,раскрыть 1083
5328793807,who_admin,удалил заявку,2022-7-25 18:34:48,1083
5328793807,who_admin,нажал,2022-7-25 18:34:49,раскрыть 1082
5328793807,who_admin,удалил заявку,2022-7-25 18:34:50,1082
5328793807,who_admin,переход в ,2022-7-25 18:34:55,
5328793807,who_admin,переход в,2022-7-25 18:35:21, Кто летит
5328793807,who_admin,переход в,2022-7-25 18:44:21, Хочу отправить
5328793807,who_admin,выбор города отправки Алматы,2022-7-25 18:44:29,
5328793807,who_admin,выбор города доставки Астрахань,2022-7-25 18:44:36,
5328793807,who_admin,указал дату,2022-7-25 18:44:39,20220727
5328793807,who_admin,ввел описание,2022-7-25 18:44:44,доки
5328793807,who_admin,ввел контакт ,2022-7-25 18:45:0,вотсап или телега
5328793807,who_admin,нажал,2022-7-25 18:45:36,раскрыть 1085
5328793807,who_admin,нажал,2022-7-25 18:45:39,изменить заявку 1085
5328793807,who_admin,перешел в,2022-7-25 18:45:49,Телефон
5328793807,who_admin,"изменил контакт [('вотсап или телега',)]->@accontrarrio",2022-7-25 18:45:59,
5328793807,who_admin,переход в,2022-7-25 18:46:6, Все заявки
5328793807,who_admin,нажал,2022-7-25 18:46:13,раскрыть 1085
5328793807,who_admin,переход в ,2022-7-25 18:46:29,На главную
5328793807,who_admin,переход в,2022-7-25 18:55:11, Все заявки
5328793807,who_admin,нажал,2022-7-25 18:55:13,раскрыть 1085
5328793807,who_admin,нажал,2022-7-25 18:55:15,изменить заявку 1085
5328793807,who_admin,перешел в,2022-7-25 18:55:19,Город прибытия
5328793807,who_admin,выбор города доставки Алматы,2022-7-25 18:55:20,
5328793807,who_admin,переход в,2022-7-25 18:55:29, Кто летит
5328793807,who_admin,переход в,2022-7-25 18:55:31,  Могу доставить
5328793807,who_admin,выбор города отправки Баку,2022-7-25 18:55:35,
5328793807,who_admin,выбор города доставки Грозный,2022-7-25 18:55:38,
5328793807,who_admin,указал дату,2022-7-25 18:55:40,20220809
5328793807,who_admin,ввел контакт ,2022-7-25 18:56:18,
5328793807,who_admin,переход в,2022-7-25 18:56:46, Все заявки
5328793807,who_admin,нажал,2022-7-25 18:56:49,раскрыть 1086
5328793807,who_admin,нажал,2022-7-25 18:56:52,скрыть 1086
5328793807,who_admin,переход в ,2022-7-25 18:56:55,Поиск заявки
5328793807,who_admin,переход в,2022-7-25 18:57:33, Кто летит
5328793807,who_admin,переход в,2022-7-25 18:57:38,На главную
5328793807,who_admin,переход в,2022-7-25 18:57:52, Кто летит
5328793807,who_admin,переход в,2022-7-25 18:57:54,На главную
5328793807,who_admin,переход в,2022-7-25 18:57:57, Кто летит
541489265,acontrarrio,переход в,2022-7-26 11:36:48, Мои заявки 1
541489265,acontrarrio,переход в ,2022-7-26 11:36:51,На главную
541489265,acontrarrio,переход в,2022-7-26 11:37:6, Кто летит
541489265,acontrarrio,переход в,2022-7-26 11:37:10, Готовые заявки
5328793807,who_admin,переход в,2022-7-26 11:38:4, Готовые заявки
5328793807,who_admin,нажал,2022-7-26 11:38:7,раскрыть 1086
5328793807,who_admin,нажал,2022-7-26 11:38:9,раскрыть 1085
5328793807,who_admin,переход в На главную,2022-7-26 11:38:12,
5328793807,who_admin,переход в,2022-7-26 11:38:14, Все заявки
5328793807,who_admin,нажал,2022-7-26 11:38:17,раскрыть 1086
5328793807,who_admin,удалил заявку,2022-7-26 11:38:19,1086
5328793807,who_admin,нажал,2022-7-26 11:38:20,раскрыть 1085
5328793807,who_admin,удалил заявку,2022-7-26 11:38:22,1085
5328793807,who_admin,переход в ,2022-7-26 11:38:24,На главную
541489265,acontrarrio,переход в На главную,2022-7-26 11:39:41,
541489265,acontrarrio,переход в,2022-7-26 11:39:52, Кто летит
541489265,acontrarrio,переход в,2022-7-26 11:39:54,На главную
5328793807,who_admin,переход в,2022-7-26 13:0:16, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:0:54,  Могу доставить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:0:59,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:1:8,
5328793807,who_admin,указал дату,2022-7-26 13:1:11,20220811
5328793807,who_admin,ввел контакт ,2022-7-26 13:1:35,
5328793807,who_admin,переход в,2022-7-26 13:2:22, Все заявки
5328793807,who_admin,нажал,2022-7-26 13:2:32,раскрыть 1087
5328793807,who_admin,нажал,2022-7-26 13:2:35,изменить заявку 1087
5328793807,who_admin,перешел в,2022-7-26 13:2:38,На главную
5328793807,who_admin,переход в,2022-7-26 13:2:41, Все заявки
5328793807,who_admin,нажал,2022-7-26 13:2:46,раскрыть 1087
5328793807,who_admin,переход в ,2022-7-26 13:2:56,На главную
5328793807,who_admin,переход в,2022-7-26 13:3:3, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:4:11, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:4:15,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:4:21,
5328793807,who_admin,указал дату,2022-7-26 13:4:26,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:4:38,посылка
5328793807,who_admin,ввел контакт ,2022-7-26 13:5:0,15
5328793807,who_admin,переход в,2022-7-26 13:17:35, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:17:36, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:17:43,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:17:48,
5328793807,who_admin,указал дату,2022-7-26 13:17:58,20220727
5328793807,who_admin,ввел описание,2022-7-26 13:18:13,передать за оплату посылку
5328793807,who_admin,ввел контакт ,2022-7-26 13:18:27,
5328793807,who_admin,переход в,2022-7-26 13:19:5, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:19:9, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:19:14,
5328793807,who_admin,выбор города доставки Минск,2022-7-26 13:19:21,
5328793807,who_admin,указал дату,2022-7-26 13:19:33,20220727
5328793807,who_admin,ввел описание,2022-7-26 13:19:47,посылка
5328793807,who_admin,ввел контакт ,2022-7-26 13:20:7,2222
5328793807,who_admin,переход в,2022-7-26 13:21:18, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:21:21, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:21:24,
5328793807,who_admin,выбор города доставки Санкт-Петербург,2022-7-26 13:21:30,
5328793807,who_admin,указал дату,2022-7-26 13:21:35,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:21:42,документы
5328793807,who_admin,ввел контакт ,2022-7-26 13:21:58,
5328793807,who_admin,переход в,2022-7-26 13:22:53, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:22:56, Хочу отправить
5328793807,who_admin,выбор города отправки Бишкек,2022-7-26 13:22:59,
5328793807,who_admin,выбор города доставки Дубай,2022-7-26 13:23:3,
5328793807,who_admin,указал дату,2022-7-26 13:23:5,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:23:14,посылка
5328793807,who_admin,ввел контакт ,2022-7-26 13:23:31,20222
5328793807,who_admin,переход в,2022-7-26 13:23:44, Все заявки
5328793807,who_admin,нажал,2022-7-26 13:23:49,раскрыть 1092
5328793807,who_admin,нажал,2022-7-26 13:23:50,изменить заявку 1092
5328793807,who_admin,перешел в,2022-7-26 13:23:52,Ресурс
5328793807,who_admin,переход в,2022-7-26 13:24:6,На главную
5328793807,who_admin,переход в,2022-7-26 13:24:11, Все заявки
5328793807,who_admin,нажал,2022-7-26 13:24:16,раскрыть 1092
5328793807,who_admin,удалил заявку,2022-7-26 13:24:20,1092
5328793807,who_admin,переход в ,2022-7-26 13:25:1,На главную
5328793807,who_admin,переход в,2022-7-26 13:25:8, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:25:10, Хочу отправить
5328793807,who_admin,выбор города отправки Бишкек,2022-7-26 13:25:13,
5328793807,who_admin,выбор города доставки Дубай,2022-7-26 13:25:16,
5328793807,who_admin,указал дату,2022-7-26 13:25:17,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:25:23,посылка
5328793807,who_admin,ввел контакт ,2022-7-26 13:25:42,20222
5328793807,who_admin,переход в,2022-7-26 13:26:17, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:26:20, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:26:34,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:26:44,
5328793807,who_admin,указал дату,2022-7-26 13:26:48,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:26:56,На главную
5328793807,who_admin,переход в,2022-7-26 13:27:7, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:27:48,  Могу доставить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:27:53,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:28:4,
5328793807,who_admin,указал дату,2022-7-26 13:28:8,20220728
5328793807,who_admin,ввел контакт ,2022-7-26 13:28:25,
5328793807,who_admin,переход в,2022-7-26 13:28:42, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:28:44,  Могу доставить
5328793807,who_admin,выбор города отправки Москва,2022-7-26 13:28:51,
5328793807,who_admin,выбор города доставки Дубай,2022-7-26 13:28:54,
5328793807,who_admin,указал дату,2022-7-26 13:28:57,20220729
5328793807,who_admin,ввел контакт ,2022-7-26 13:29:17,
5328793807,who_admin,переход в,2022-7-26 13:30:4, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:30:7, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:30:35,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:30:40,
5328793807,who_admin,указал дату,2022-7-26 13:30:43,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:30:54,коробочка с платьем
5328793807,who_admin,ввел контакт ,2022-7-26 13:31:7,
5328793807,who_admin,переход в,2022-7-26 13:31:32, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:31:34, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:31:38,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:31:43,
5328793807,who_admin,указал дату,2022-7-26 13:31:47,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:31:58,посылка
5328793807,who_admin,ввел контакт ,2022-7-26 13:32:14,
5328793807,who_admin,переход в,2022-7-26 13:32:53, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:32:55, Хочу отправить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:33:1,
5328793807,who_admin,выбор города доставки Москва,2022-7-26 13:33:6,
5328793807,who_admin,указал дату,2022-7-26 13:33:9,20220728
5328793807,who_admin,ввел описание,2022-7-26 13:33:17,посылка
5328793807,who_admin,ввел контакт ,2022-7-26 13:33:21,8
5328793807,who_admin,переход в,2022-7-26 13:34:0, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:34:2,  Могу доставить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:34:6,
5328793807,who_admin,переход в,2022-7-26 13:35:4, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:35:12,  Могу доставить
5328793807,who_admin,выбор города отправки Санкт-Петербург,2022-7-26 13:35:18,
5328793807,who_admin,выбор города доставки Дубай,2022-7-26 13:35:21,
5328793807,who_admin,указал дату,2022-7-26 13:35:28,20220728
5328793807,who_admin,ввел контакт ,2022-7-26 13:35:42,
5328793807,who_admin,переход в,2022-7-26 13:36:13, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:36:15,  Могу доставить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:36:18,
5328793807,who_admin,выбор города доставки Самара,2022-7-26 13:36:26,
5328793807,who_admin,указал дату,2022-7-26 13:36:29,20220803
5328793807,who_admin,ввел контакт ,2022-7-26 13:37:6,
541489265,acontrarrio,переход в,2022-7-26 13:38:14, Кто летит
541489265,acontrarrio,переход в,2022-7-26 13:38:17, Готовые заявки
541489265,acontrarrio,нажал,2022-7-26 13:38:24,раскрыть 1100
541489265,acontrarrio,нажал,2022-7-26 13:38:28,раскрыть 1100
541489265,acontrarrio,нажал,2022-7-26 13:43:26,скрыть 1100
541489265,acontrarrio,нажал,2022-7-26 13:43:29,раскрыть 1100
541489265,acontrarrio,нажал,2022-7-26 13:43:32,раскрыть 1100
541489265,acontrarrio,нажал,2022-7-26 13:43:34,скрыть 1100
541489265,acontrarrio,переход в На главную,2022-7-26 13:44:33,
5328793807,who_admin,переход в,2022-7-26 13:57:10, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:57:13,  Могу доставить
5328793807,who_admin,выбор города отправки Дубай,2022-7-26 13:57:17,
5328793807,who_admin,выбор города доставки Новосибирск,2022-7-26 13:57:23,
5328793807,who_admin,указал дату,2022-7-26 13:58:1,20220730
5328793807,who_admin,ввел контакт ,2022-7-26 13:58:5,
5328793807,who_admin,переход в,2022-7-26 13:59:51, Информация
5328793807,who_admin,переход в ,2022-7-26 13:59:55,На главную
5328793807,who_admin,переход в,2022-7-26 13:59:57, Кто летит
5328793807,who_admin,переход в,2022-7-26 13:59:59,  Могу доставить
5328793807,who_admin,выбор города отправки Москва,2022-7-26 14:0:5,
